label,idx,prompt_text
0,205803,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: They're conscienceless white guys with money, and so are we.
Hypothesis: We are affluent white men without morals.
 Answer: "
2,155076,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: concludes that the preemption requirement of the final rule is necessary for the national organ sharing system to be effective across state lines.
Hypothesis: The organ sharing system will be effective from state to state, regardless of the preemption requirement of the final rule.
 Answer: "
1,156040,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: yeah i they need to have more checks and balances in their government to  get rid of the corruption but i think first though i don't know they need to i think turn these people in the repentance on the leadership of the different nations for all their uh you know the atrocities that they've commit and the drug dealings and in the just in the drug crimes because i feel like a lot of the leadership of those nations are so engrossed in the drug crimes that until they repent or they're moved from power that you know but there are so many of them that the next one to come up if you just knock one off you going to have another one and i know a lot of those nations there's uh Brazil i know is like forty percent evangelical Christian not just go to church but you know really on fire for God and they're just surpassing America Latin America by the drugs you know it's just incomprehensible and uh so i just think that i think that God's going to honor that and that he's going to put in some good leadership and i know the president of i believe Costa Rica is a Christian and he goes to no Guatemala because he goes to Virgo Church in Guatemala City our church is in real close relationship with him and he is a former president of Guatemala he's an elder at Virgo Church and you know that that God is doing something he is raising up some leaders and the people want him back as president bad but they have a rule in Guatemala that he can't have another term so they're the people are trying to override that i mean not just the Christians but all the people because they see when a righteous man is in authority the people rejoice so yeah
Hypothesis: The leaders in most South American nations are corrupt drug kingpins.
 Answer: "
0,254809,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: As a result of the merger between the Legal Aid Foundation of Long Beach and the Legal Aid Foundation of Los Angeles, there are now three programs serving this region.
Hypothesis: Two Legal Aid Foundations are merging.
 Answer: "
1,254838,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: You can stroll to the music of the municipal band on Sundays or try one of the restaurants on the Paseo.
Hypothesis: Many people visit to listen to the music from the municipal band.
 Answer: "
1,12149,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: right i don't uh you know i i guess they say that a lot of people in the in the Middle East particularly can pick up fakes
Hypothesis: People from the Middle East, specially from Turkey, can pick up fakes.
 Answer: "
0,96578,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: We're adding new diagnostic procedures each day.
Hypothesis: Diagnostic procedures are being added every day.
 Answer: "
2,101824,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: They spoke of me as a young relative of Mrs. Vandemeyer's whose mind was affected by the shock of the Lusitania.
Hypothesis: They said that I was an elderly relative of Mrs. Vandemeyer's.
 Answer: "
2,279755,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: One recurring image in anti-cloning propaganda is of some evil dictator raising an army of cloned warriors.
Hypothesis: It's only on rare occasions that anti-cloning propaganda features cloned warriors.
 Answer: "
2,91140,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Eva's mechanic friend inspected the car and found several large sticks lodged underneath the car to prevent it from rattling.
Hypothesis: Eva couldn't find anyone to solve her rattling problem on her car, and even her friend who worked at their father's mechanic shop couldn't figure out the rattling noise after inspecting the car. 
 Answer: "
1,114982,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Those seminal early papers were crisp and minimalist; they looked forward with remarkable prescience to the wild and woolly, out-of-control world of modern international macroeconomics.
Hypothesis: Not everything the early papers predicted came to pass.
 Answer: "
1,275095,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: oh no i can remember my mother getting in trouble if you know one of us was sick and i know she probably didn't make hardly anything you know compared to the work that she did
Hypothesis: She was earning only $4 per hour at the grocery store.
 Answer: "
0,38228,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: In 1870, Prussian Chan?­cellor Bismarck exploited an obscure diplomatic conflict with France to unite the various German principalities and kingdoms into a fighting force well equipped for war.
Hypothesis: There was an obscure diplomatic conflict with France in 1870.
 Answer: "
2,327812,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: See here, he said, ""we don't want any lawyers mixed up in this.
Hypothesis: He wanted his mother and father involved. 
 Answer: "
0,195821,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The analysis for the New Disclosure Option rule also notes the difficulty of quantifying the costs and benefits of the rule.
Hypothesis: The new disclosure option rule notes difficulty of quantifying costs and benefits of the rule. 
 Answer: "
2,192699,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Reason would say so, if what you say is true.
Hypothesis: Reason says maybe, depending on what color.
 Answer: "
2,278971,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: for you know uh well that this is ridiculous we're living with these kind of conditions in a world that's advancing as fast as it is that uh i think people are just saying no way we don't want any more of this
Hypothesis: People are resigned to the conditions of the world because no advancement is being made.
 Answer: "
1,89511,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Ca'daan grew nervous.
Hypothesis: Ca'daan was nervous about the demons being nearby.
 Answer: "
2,40272,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: you know uh hot jacuzzis or whatever they have that kind of is kind of makes it fun and stuff you know you can relax that way afterwards and things
Hypothesis: they don't have Jacuzzis, so it is boring to go there.
 Answer: "
0,346006,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Maybe there should be block grants to the states that would enable them to give a tax break to every white teen-ager in America who buys a high-quality handgun.
Hypothesis: Maybe a block that grants a tax break to teenagers in America who buy guns is a good idea.
 Answer: "
1,91705,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: yeah yeah and and even changing the things i mean first off i i mean you need to address do you even need to change the signs because for so long people are going are going to be able to equate miles to kilometers i mean when you drive around Europe you do the same thing
Hypothesis: They use kilometers for their distance units in Europe.
 Answer: "
0,304881,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: For readers who know a handicapped child or have an aging parent, for example, a case study report of conditions in residential care for the severely handicapped or the aged may compare dramatically with vivid personal experiences.
Hypothesis: Personal experiences are often different than case study reports in terms of conditions in residential care for the handicapped or elderly.
 Answer: "
2,9168,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: study, however, describes a severe case of CB to the survey respondents.
Hypothesis: Said study, talks about guinea pigs.
 Answer: "
0,329797,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: They have fewer injuries, because Parcells so emphasizes conditioning.
Hypothesis: Parcells emphasizes conditioning which led to fewer injuries.
 Answer: "
0,236428,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Attractions include a dolphin pool, a medieval encampment, a number of inventive water rides, and roller coasters.
Hypothesis: There are roller coasters and a dolphin pool among the attractions.
 Answer: "
0,74578,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Julius explained to him that Little Willie would not be tolerant of failure.
Hypothesis: Little Willie does not take kindly to failure and it is not acceptable.
 Answer: "
0,257983,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The advocate component of the website allows individual lawyers easy access to pro bono and legal services organizations and the support and training needed to represent clients effectively.
Hypothesis: Support and training is needed to represent clients effectively.
 Answer: "
2,312978,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The State Museum situated on Pantheon Road possesses excellent Buddhist bronzes and a detailed collection of Dravidian sculpture and architecture.
Hypothesis: Buddhist and Dravidian history has been lost to us all. 
 Answer: "
2,984,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: um so do you have a personal computer
Hypothesis: You don't have any computers in your house, right?
 Answer: "
2,318991,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: --Monica lacked the maturity to balk at the magazine's tasteless choice of props.
Hypothesis: Monia was very mature.
 Answer: "
1,73562,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: He rebuilt Krakew with magnificent architecture and established the country's first university there.
Hypothesis: The country's first university drew in many impoverished, hardworking Poles.
 Answer: "
1,123817,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: We use the term burden of the USO to distinguish our concept from other papers that use the term cost of the USO.
Hypothesis: It didn't take long to see that our concept had to be distinguished a similar concept used in other papers.
 Answer: "
1,35846,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Luckily I haven't got your craving for crime! 
Hypothesis: I don't have your craving for crime! Said the daughter.
 Answer: "
0,151929,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: yeah but if you can get a good deal you know if you can save five thousand dollars five thousand dollars buys a lot of tires
Hypothesis: Right, but the thing is, if you can save a good amount money you can spend that money to grow your business by buying more tires - so it's worth it to go for a good deal.
 Answer: "
0,279021,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: What were you doing there? I asked, in lively curiosity. 
Hypothesis: With natural interest, I asked them why they were there.
 Answer: "
1,94836,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The paintings include Jan Van Eyck's 14th-century miniatures for the Book of Hours of the Duc de Berry, Pontormo's St. Michael, and a particularly handsome Portrait of a Man by Sicilian master Antonello da Messina.
Hypothesis: The list of paintings to be sold at the auction include Pontormo's St. Michael, Jan Van Eyck's 14th-century miniatures for the Book of Hours of the Duc de Berry and Portrait of a Man by Sicilian master Antonello da Messina.
 Answer: "
2,363799,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: right right or at least loans  that they pay off
Hypothesis: They are not paying off any loans.
 Answer: "
0,189227,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: No trip to Turkey would be complete without a visit to the hamam, or Turkish bath.
Hypothesis: Turkey has Turkish baths.
 Answer: "
1,272779,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: um you betcha i um however if you were living in Mexico in those conditions would you have several children
Hypothesis: You would have multiple children from multiple fathers.  
 Answer: "
1,168800,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: we left here uh we left here it was shorts weather in uh on Easter and
Hypothesis: When we left it was shorts weather on Easter, but it got much colder quickly.
 Answer: "
0,74712,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Tuesday night, Scheck himself was billed as a guest, but he never appeared.
Hypothesis: Scheck never appeared.
 Answer: "
0,47405,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: They are sufficiently stable for a young child to be aboard accompanied by an adult, and are perfect as a personalized ferry boat to reach coves for snorkelling or just to avoid the crowds.
Hypothesis: The boat is relatively stable and able to get to coves.
 Answer: "
2,91229,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Legal Services Corporation funds local legal services programs to serve clients in every state, county, and congressional district in the United States as well as in Puerto Rico, the Virgin Islands, Guam and Micronesia.
Hypothesis: Legal Services Corporations are prohibited from funding local legal services programs.
 Answer: "
1,177177,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The pyramids are generally too far from Israel for most vacationers but the extraordinary sixth-century Monastery of St. Catherine on the slopes of Mount Sinai is within easy reach.
Hypothesis: Most people who visit Israel make the effort to visit Mt. Sinai and the Monastery of St. Catherine.
 Answer: "
0,230416,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The heart of Chalki hides a Venetian tower and the whole valley has a number of small Byzantine chapels.
Hypothesis: A Venetian tower can be found in the heart of Chalki.
 Answer: "
2,184647,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: A step beyond this issue is the question of tracking and tracing.
Hypothesis: Tracking isn't relevant
 Answer: "
1,379418,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: She assured me everything was perfectly sterile, but it didn't look clean.
Hypothesis: She told me that the sewing needles were sterile. 
 Answer: "
0,258275,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The Range was the big holding, and to ride there meant security and an established position in the community.
Hypothesis: The Range was a big part of the community.
 Answer: "
2,24545,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Such organizations start by assessing the extent to which their programs and activities contribute to meeting their mission and desired outcomes.
Hypothesis: Organizations don't bother assessing how programs meet their outcomes.
 Answer: "
0,311378,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The entire Pacific coast from Santa Barbara south through Orange County is one big water playground.
Hypothesis: The Pacific coast has been described as a single water playground.
 Answer: "
1,286344,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Its high rate of return combined with its increasing share of total investment meant that information technology has been a major contributor to the rapid economic growth since 1995.
Hypothesis: There is a lot of money to be made in information technology.
 Answer: "
0,372506,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Fidel Castro climbed to power, Johnson informs us, on the back of adulatory news stories in the New York Times . The media have developed an insatiable passion for witch hunts, such as the one that badly distorted Iran Contra stories during the Reagan years.
Hypothesis: Johnson thinks the New York Times was very positive about Fidel Castro's rise to power.
 Answer: "
1,212870,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: That might not sound like a lot of money, but it's $186 many strapped local libraries don't have.
Hypothesis: Many libraries are quite strapped for cash. 
 Answer: "
1,320946,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise:  Ser Perth had led him through the same door by which they'd entered--but _not_ into the same hallway.
Hypothesis: There were a number of different doors.
 Answer: "
2,2671,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: because uh i mean if you're flying anywhere down here you always go through Atlanta you can't avoid it
Hypothesis: It's easy to avoid flying through Atlanta.
 Answer: "
0,363682,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise:  ""Gracias, Don Cazar.""It was the thanks of equal to equal.
Hypothesis: Thank you, Don Cazar.
 Answer: "
0,129065,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Main  The rhymes are only so-so, and the tired sexual politics that provide most of the lyrical subject matter send a mixed message.
Hypothesis: The rhymes are not very good.
 Answer: "
1,352309,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Also, it was a short hall, requiring only a few steps before they came to a bigger door, elaborately enscrolled.
Hypothesis: There were two more doors behind that one.
 Answer: "
1,7764,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: While most families say they recognize the need to save for retirement, many do not save in any systematic way.
Hypothesis: Many families only save 5% of their income for retirement.
 Answer: "
2,308917,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: But old habits were hard to break.
Hypothesis: But old habits could be stopped easily.
 Answer: "
0,110236,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Douglas S. Eakeley, Chair LaVeeda Morgan Battle, Vice Chair Hulett H. Askew John T. Broderick, Jr.
Hypothesis: Chair LaVeeda Morgan Battle, Douglas S. Eakeley, Vice Chair Hulett H.Askew John T.Broderick, Jr.
 Answer: "
0,708,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Cold Mountain is advanced humbug.
Hypothesis: Advanced humbug means Cold Mountain.
 Answer: "
1,212718,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Israel may not appear to be an obvious place to go for a sporting holiday, but this young and energetic country has dramatic open spaces, miles of accessible coastline, and a burgeoning range of sporting facilities and events, from white-water rafting in the Golan to world-class scuba diving in the Red Sea.
Hypothesis: Israel has more sporting facilities and events than many larger countries.
 Answer: "
0,43744,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The contrast makes the stunning views of snow-capped Machhapuchhare, the famous Fish Tail peak dubbed the Nepalese Matterhorn, all the more marvelous.
Hypothesis: The stunning Machhapuchhare is called the Nepalese Matterhorn.
 Answer: "
1,268186,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Despite these political tensions, Turkey is becoming an increasingly popular tourist destination, offering all the trappings of a Mediterranean paradise and a wealth of fascinating history.
Hypothesis: Tourists value Turkey primarily for its fascinating history.
 Answer: "
0,119184,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Just who is in charge, anyway?
Hypothesis: Take me to your leader.
 Answer: "
0,49860,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: They appeal to patriotism and then to anarchism.
Hypothesis: They are patriotic.
 Answer: "
2,38025,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: A reading-lamp, some books, matches, a bunch of keys, and the crushed fragments of a coffee-cup lay scattered about. 
Hypothesis: None of the items scattered about are broken.
 Answer: "
0,309647,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: He  I'm going to keep this.
Hypothesis: I'm going to keep this item.
 Answer: "
2,254217,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: so they put they they want you know they want the best and they don't think they think what the best is is reputation for for research and that's a one standard but it's not relevant to what they need
Hypothesis: Reseach is an important part of what they do.
 Answer: "
1,306970,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: and uh the materials were at cost and we'd put up houses and that was kind that was kind of neat i uh in a way i think it's a little bit inefficient but but it's better than nothing
Hypothesis: The materials were not expensive because my contractor got me a great deal.
 Answer: "
2,283741,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: That number is an output.
Hypothesis: That number is my phone number.
 Answer: "
2,76819,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: What they have been offered so far is a sort of junior membership, called Partnership for Peace . PFP provides for military cooperation, but no defense guarantee.
Hypothesis: They have been offered full membership, so there is a guarantee of defense.
 Answer: "
0,329061,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: I have come into money, and the shock has been too much for me! 
Hypothesis: It was a shock to come into money.
 Answer: "
2,369723,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The Louvre's official Web site offers virtual tours that can help you choose the most important galleries for you to visit.
Hypothesis: You cannot plan your visit to the galleries on the Louvre's website.
 Answer: "
0,113162,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Somalia technically was not a genocide.
Hypothesis: There is technically no genocide occurring in Somalia 
 Answer: "
1,351662,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: A key element of case study analysis is the selection and organization of material to account for the complexities and interactions of the events.
Hypothesis: Another key element of case studies is to always have well researched information.
 Answer: "
1,153762,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: With pristine mangrove swamps and the deserted sandy beaches of Holland Bay and Mammee Bay, the landscape is truly magnificent.
Hypothesis: There are alligators in the mangrove swamps. 
 Answer: "
0,68529,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Where is there one Indio who is able to face Don Cazar on his own ground?
Hypothesis: At least one Indio was able to face Don Cazar and stand their ground.
 Answer: "
2,80149,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: ""Don Lorenzo, all men have blind spots.
Hypothesis: No man has a single blind spot, Don Lorenzo. 
 Answer: "
2,290605,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: you you have exceeded your ten minutes time limit hang up within the next thirty seconds so
Hypothesis: You have more than thirty minutes left.
 Answer: "
2,272404,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Also in the harbor are the Chais Noilly Prat, where you can view how the famous vermouth is made, and a small chateau that was once the home of the Noilly Prat family, now a hotel and restaurant.
Hypothesis: There are no hotels anywhere near the harbor.
 Answer: "
0,155567,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: At a slightly disadvantageous rate, you can exchange foreign currency or traveler's checks for franc chips.
Hypothesis: You can exchange foreign currency for francs.
 Answer: "
2,1585,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Kentucky's current fee for filing a case in district court is $50.
Hypothesis: Kentucky doesn't charge to file a case.
 Answer: "
1,79497,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: No sugar? 
Hypothesis: You don't want sugar in your tea?
 Answer: "
2,102642,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: yeah i think guess we did too all right well well you have a good day
Hypothesis: We didn't do that.
 Answer: "
0,256646,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Drew began to think about that.
Hypothesis: Drew started to ruminate on that.
 Answer: "
0,317243,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: I felt certain that at that moment she would willingly have torn the little lawyer, with his insinuations, into pieces, but she replied quietly enough: ""No. 
Hypothesis: I was certain she cared to knock down the solicitor.
 Answer: "
0,48181,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: In response to a request from the Chairman and the Ranking Minority Member, Subcommittee on Readiness and Management Support, Senate Committee on Armed Services, GAO (1) assessed the impact of design and manufacturing knowledge on DOD program outcomes, (2) compared best practices to those used in DOD programs, and (3) analyzed current weapon system acquisition guidance for applicability of best practices to obtain better program outcomes.
Hypothesis: GAO assessed the impact of design on DOD outcomes.
 Answer: "
0,212664,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: As you pass through the gates, you enter a land of animated characters and technological wizardry, created by one of the most delightful imaginations that ever lived.
Hypothesis: You enter a place full of animation and imagination.
 Answer: "
2,160908,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Their experience led to the version that was implemented in all LSC grantee programs in July, 2001.
Hypothesis: No LSC grantees implemented that version. 
 Answer: "
0,150063,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Pattern matching requires using past experience, logic, or theory before the job begins to specify what we expect to find.
Hypothesis: Logic has an effect as to how pattern matching functions.
 Answer: "
0,183642,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: He will join us, said Jon.
Hypothesis: Jon said the man would join them.
 Answer: "
0,278634,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Ca'daan could see tufts of hair still caked on the head of the hammer.
Hypothesis: Ca'daan's saw hair on the hammer.
 Answer: "
1,235743,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Here the streets are almost always full of people, who congregate in local bars and restaurants.
Hypothesis: The evenings are the busiest when everyone comes out to socialize with friends.
 Answer: "
0,383064,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: She might be in my sitting-room. He disappeared.
Hypothesis: She might be in my room and he is gone.
 Answer: "
1,319932,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: I've followed Whittington and another man here.
Hypothesis: Whittington was easy to tail.
 Answer: "
2,10533,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: When the Flamingo opened in December 1946, it did so with Hollywood flair and the new Vegas flash.
Hypothesis: The Flamingo closed on December 1946.
 Answer: "
2,213373,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Many of the city's churches, palaces, and museums still show signs of ongoing reconstruction and restoration after the devastating earthquake of 1980.
Hypothesis: The city's churches, palaces, and museums are all in pristine condition.
 Answer: "
1,17346,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The Clinton administration, most of the Senate, and a slew of economists opposed the bill, agreeing that it would invite protectionist retaliation from other countries.
Hypothesis: Other countries stated that they would retaliate against the bill.
 Answer: "
0,200959,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: right that's same with me would you ever buy a used car for a new car for yourself
Hypothesis: I would purchase a new or used car for personal use.
 Answer: "
0,128030,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Workplace  The executive assures a high quality of work life for all employees of the regional office 
Hypothesis: The executive ensures top notch work life quality for employees.
 Answer: "
2,333662,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: The large archway to the right of the mosque is the entrance to the famous Spice Bazaar, also known as the EgyptianBazaar.
Hypothesis: The archway can be found to the left of the mosque.
 Answer: "
2,63102,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: that's very good
Hypothesis: That is very bad.
 Answer: "
1,127489,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Don't forget that the sun can be very strong in summer.
Hypothesis: The locals are careful to use sun screen.
 Answer: "
2,114503,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: But he nodded.
Hypothesis: He didn't nod.
 Answer: "
1,337121,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: uh this is my eleventh year
Hypothesis: I started here eleven years ago on this day.
 Answer: "
2,285376,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: oh yeah yeah i i could really see t hat uh so yeah they'll just have to find other means of uh relaxing and
Hypothesis: This was the only way they could relax.
 Answer: "
2,263726,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: and i now have a motor home
Hypothesis: Right now I have a motorcycle. 
 Answer: "
0,363324,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: I'm not the thing you should be remembering.
Hypothesis: You shouldn't remember me.
 Answer: "
2,333461,"Select the stance of the premise towards the hypothesis: Entailment (0), Neutral (1), Contradiction (2)
Premise: Involving front-line employees in the goal-setting process also helps create a clear line of sight throughout the organization so that everyone understands what the organization is trying to achieve and the goals it seeks to reach.
Hypothesis: Front-line employees are not involved in goal-setting.
 Answer: "
